id,text,label_l1,label_l2,scenario,source,complexity
9993,Интересует КТ спасибо,anamnesis,services,anamnesis_flow,augmented,simple
136,"Привет, какая цена на чистку?",faq,price,faq_flow,augmented,complex
9036,Не уверен 😢,conversational,unclear,clarification_flow,augmented,simple
6900,После отбеливание у Новикова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
7809,Зубы стали опдвижными,anamnesis,complaint,anamnesis_flow,augmented,simple
3743,Требую комепнсацию,negative_feedback,general,escalation_flow,augmented,simple
3761,Плохая клиника пожалуйста,negative_feedback,general,escalation_flow,augmented,simple
7771,Хочу снимок 😢,anamnesis,services,anamnesis_flow,augmented,simple
4784,Какая цена на протезирование?,faq,price,faq_flow,variation,simple
9471,Хочу отменить запись!,booking,cancel,booking_flow,augmented,simple
7104,"ПРИВЕТ, ОТМЕНИТЕ ЗАПИСЬ, УЕЗЖАЮ",booking,cancel,booking_flow,augmented,complex
4529,"Скажите, всего хорошего 😢",conversational,farewell,conversation_flow,augmented,complex
668,"Подскажите, сломался протез заранее спасибо",anamnesis,complaint,anamnesis_flow,augmented,complex
8804,Расскажите боьлше,faq,followup,faq_flow,augmented,simple
8262,Подскажите подробнее 😢,faq,followup,faq_flow,augmented,simple
5995,"Здравствуйте, возможно",conversational,unclear,clarification_flow,augmented,complex
9617,Как проходит отбеливание пожалуйста?!,faq,procedure,faq_flow,augmented,simple
3730,Надоп осоветоваться,conversational,unclear,clarification_flow,augmented,simple
2102,Интересуют элайнеры!!,anamnesis,services,anamnesis_flow,augmented,simple
9492,"Привет, есть 3D-томограф заранее спасибо",faq,clinic_info,faq_flow,augmented,complex
819,Волкова был груб пожалуйста,negative_feedback,staff,escalation_flow,augmented,simple
1065,"Подскажите, откололся кусочек зуба спасибо",anamnesis,complaint,anamnesis_flow,augmented,complex
5366,После элайнеры у Лебедевой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
468,"Добрый день, хочу возврат",negative_feedback,general,escalation_flow,augmented,complex
8729,Посвоетуюсь,conversational,unclear,clarification_flow,augmented,simple
7423,Мне не перезвонили три дня?,negative_feedback,service_issue,escalation_flow,augmented,simple
3281,Не сообщиил о переносе,negative_feedback,service_issue,escalation_flow,augmented,simple
2951,"Здравствуйте, запись к ортодонту на воскресенье",booking,new_appointment,booking_flow,augmented,complex
9637,Никто не перезвонил!!,negative_feedback,service_issue,escalation_flow,augmented,simple
5050,Есть альетрнативы?,faq,procedure,faq_flow,augmented,simple
4729,"Привет, подскажите, запись к детскому стоматологу на вечер",booking,new_appointment,booking_flow,augmented,complex
4148,А если я нЕ буду!!,faq,followup,faq_flow,augmented,simple
7399,"Скажите, договорились",conversational,confirmation,conversation_flow,augmented,complex
3255,Здрасте пожалуйста спасибо,conversational,greeting,conversation_flow,augmented,simple
7418,Сколкьо держится?,faq,procedure,faq_flow,augmented,simple
8092,До встречи!!,conversational,farewell,conversation_flow,augmented,simple
5316,что делать если отёк!,faq,visit_prep,faq_flow,augmented,simple
4015,А вдруг не получится?,faq,followup,faq_flow,template,simple
6538,Нужно лечение кариеса 🙏,anamnesis,services,anamnesis_flow,augmented,simple
5349,лечение кариеса это блоьно!!,faq,procedure,faq_flow,augmented,simple
5398,чистку не помогло,negative_feedback,quality,escalation_flow,variation,simple
5670,"Добрый день, есть ортооднт?",faq,clinic_info,faq_flow,augmented,complex
6926,хочу поставить имплант 😢,anamnesis,services,anamnesis_flow,augmented,simple
7764,"Подскажите, понял?",conversational,confirmation,conversation_flow,augmented,complex
1044,Хочу записаться к стоматологу,booking,new_appointment,booking_flow,template,simple
2892,Перезвоню!!,conversational,unclear,clarification_flow,augmented,simple
8866,Прикусил язык пожалуйста...,anamnesis,complaint,anamnesis_flow,augmented,simple
1481,Всего доброг о👍,conversational,farewell,conversation_flow,augmented,simple
6093,Отказ от записи,booking,cancel,booking_flow,template,simple
9736,"шатается зуб, что делать 😢.",anamnesis,complaint,anamnesis_flow,augmented,complex
2963,Врач Волкова не объяснил!!,negative_feedback,staff,escalation_flow,augmented,simple
5793,КАКАЯ ЦЕНА НА КОНСУЛЬТАЦИЮ,faq,price,faq_flow,augmented,simple
2836,Когда работаете...,faq,clinic_info,faq_flow,augmented,simple
3676,"Здравствуйте, запись к гигиенисту на утро",booking,new_appointment,booking_flow,augmented,complex
9662,"ПОДСКАЖИТЕ, НЕДОПУСТИМО",negative_feedback,general,escalation_flow,augmented,complex
5617,А если я не буду 👍,faq,followup,faq_flow,augmented,medium
9413,Спсаибо 🙏,conversational,gratitude,conversation_flow,augmented,simple
8250,Надо посовеотваться спасибо,conversational,unclear,clarification_flow,augmented,simple
2073,Благодарю вас 👍,conversational,gratitude,conversation_flow,augmented,simple
4658,Что если не поможет?!,faq,followup,faq_flow,augmented,simple
708,Брекет откелился,anamnesis,complaint,anamnesis_flow,augmented,simple
6879,"Здравствуйте, что если не поможет?",faq,followup,faq_flow,augmented,complex
5563,Может быьт спасибо,conversational,unclear,clarification_flow,augmented,simple
3054,Ждалс о вчера,negative_feedback,service_issue,escalation_flow,augmented,simple
526,А что лучше заранее сапсибо,faq,followup,faq_flow,augmented,simple
6428,До свидания 😢 🦷,conversational,farewell,conversation_flow,augmented,simple
2476,Приём начался с опозданием,negative_feedback,service_issue,escalation_flow,template,simple
5483,Ждал давно,negative_feedback,service_issue,escalation_flow,variation,simple
8675,Что вы рекомендутее?,faq,followup,faq_flow,augmented,simple
7813,Хочу оставить жалобу...,negative_feedback,general,escalation_flow,augmented,simple
4983,Хочу КТ пожалуйста,anamnesis,services,anamnesis_flow,augmented,simple
184,согласен заранее спасибо,conversational,confirmation,conversation_flow,augmented,simple
3727,Что нельзя после чистку?,faq,visit_prep,faq_flow,variation,simple
1913,Спс 👍,conversational,gratitude,conversation_flow,augmented,simple
2366,"Добрый день, есть лазер",faq,clinic_info,faq_flow,augmented,complex
2817,Запись к эндодонтисту на понедельник,booking,new_appointment,booking_flow,variation,simple
2970,Надо посоветоваьтся,conversational,unclear,clarification_flow,augmented,simple
6972,Что выр екомендуете 👍,faq,followup,faq_flow,augmented,simple
9676,"Не смогу прийти, уезжаю заранее спасибо пожалуйста",booking,cancel,booking_flow,augmented,complex
4129,Врач иСдорова не объяснил,negative_feedback,staff,escalation_flow,augmented,simple
7971,"Отмените, пожалуйста?!",booking,cancel,booking_flow,augmented,complex
3874,Хорошего дня!!,conversational,farewell,conversation_flow,augmented,simple
552,"привет, привет",conversational,greeting,conversation_flow,augmented,complex
3443,"Добрый день, очень долго ждал 😊",negative_feedback,service_issue,escalation_flow,augmented,complex
1571,Спасибо большое 👍?,conversational,gratitude,conversation_flow,augmented,simple
714,Нужно лечение кариеса 😊,anamnesis,services,anamnesis_flow,augmented,simple
7146,Доброе утро 😊,conversational,greeting,conversation_flow,augmented,simple
61,Спаисбо,conversational,gratitude,conversation_flow,augmented,simple
1107,Есть время на пятницу?!,booking,new_appointment,booking_flow,augmented,simple
9329,Спс заарнее спасибо,conversational,gratitude,conversation_flow,augmented,simple
8232,"Да, хоршоо!",conversational,confirmation,conversation_flow,augmented,complex
870,Запись к ортодонту на четверг,booking,new_appointment,booking_flow,variation,simple
8772,"Подксажите, уберите мою запись",booking,cancel,booking_flow,augmented,complex
1360,"Здравствуйте, хочу имплантацию",anamnesis,services,anamnesis_flow,augmented,complex
7403,зубм удрости немного болит,anamnesis,symptom,anamnesis_flow,augmented,simple
8708,Доброе утро 🦷 👍,conversational,greeting,conversation_flow,augmented,simple
6943,"Подскажите, сколько стоит протезирование 👍",faq,price,faq_flow,augmented,complex
4601,КОРОНКА СЛЕТЕЛА пожалуйста,anamnesis,complaint,anamnesis_flow,augmented,simple
9981,"Добрый день, болит верхний зуб уже несколько дней",anamnesis,symptom,anamnesis_flow,augmented,complex
6640,После КТ у Лебедевой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
4912,Нужно КТ,anamnesis,services,anamnesis_flow,variation,simple
1590,Работаете в вечер?,faq,clinic_info,faq_flow,variation,simple
7359,Моей записи нет 😊,negative_feedback,service_issue,escalation_flow,augmented,simple
216,"ЗАБОЛЕЛ, НЕ ПРИДУ 😢",booking,cancel,booking_flow,augmented,complex
4602,"Привет, долго ли это 🦷",faq,procedure,faq_flow,augmented,complex
9187,Лебедевой был груб пожалуйста,negative_feedback,staff,escalation_flow,augmented,simple
4337,Хочу брекеты 👍,anamnesis,services,anamnesis_flow,augmented,simple
7958,Стоимотсь удаления спасибо,faq,price,faq_flow,augmented,simple
377,Интересует протезирование 🦷,anamnesis,services,anamnesis_flow,augmented,simple
4661,Сколько нельзя есть после пломбирование?,faq,visit_prep,faq_flow,variation,simple
931,"Привет, сколько нельзя пить алкоголь после виниры пожалуйста",faq,visit_prep,faq_flow,augmented,complex
4583,Врач Лебедевой не объяснил!!,negative_feedback,staff,escalation_flow,augmented,simple
3410,Сколько нельзя пить после виниры пожалуйста,faq,visit_prep,faq_flow,augmented,medium
1269,Сколько нельзя пить алкоголь послек онсультацию?,faq,visit_prep,faq_flow,augmented,medium
5939,До свиданяи!,conversational,farewell,conversation_flow,augmented,simple
9578,"Подскажите, спасибо заранее спасибо",conversational,gratitude,conversation_flow,augmented,complex
1351,"Здравствуйте, верните деньги пожалуйста",negative_feedback,general,escalation_flow,augmented,complex
2954,ЗАПИСАЛ 🦷,conversational,confirmation,conversation_flow,augmented,simple
9998,"Спасибо, всё понятно спасибо",conversational,gratitude,conversation_flow,augmented,complex
3655,Перезпаишите на день,booking,reschedule,booking_flow,augmented,simple
7942,"Здравствуйте, привет пожалуйста",conversational,greeting,conversation_flow,augmented,complex
1309,"Подскажите, невежливое обслуживание",negative_feedback,staff,escalation_flow,augmented,complex
2179,Есть WhatsApp!,faq,clinic_info,faq_flow,augmented,simple
573,А если я не буду 🦷!!,faq,followup,faq_flow,augmented,medium
8664,Запись к ортодонту на утро 🙏,booking,new_appointment,booking_flow,augmented,medium
3972,Что нельзя после осмотр?,faq,visit_prep,faq_flow,variation,simple
13,"Спасбио, д освидания",conversational,gratitude,conversation_flow,augmented,complex
2809,"Привет, пдоумаю",conversational,unclear,clarification_flow,augmented,complex
1455,верхний зуб болит ночью,anamnesis,symptom,anamnesis_flow,variation,simple
6808,Врач Лебедевой не объяснил пожалуйста,negative_feedback,staff,escalation_flow,augmented,simple
9104,Очень долго жадл,negative_feedback,service_issue,escalation_flow,augmented,simple
8752,Хоуч пожаловаться,negative_feedback,general,escalation_flow,augmented,simple
5565,"Подскажите, приветствую",conversational,greeting,conversation_flow,augmented,complex
7030,А обязательон?,faq,followup,faq_flow,augmented,simple
1445,СКОЛЬКО НЕЛЬЗЯ ЗАНИМАТЬСЯ СПОРТОМ ПОСЛЕ ЭЛАЙНЕРЫ.,faq,visit_prep,faq_flow,augmented,medium
4899,Как подготовиться к пломбирование?,faq,visit_prep,faq_flow,variation,simple
5071,У меня чувствительность давно,anamnesis,symptom,anamnesis_flow,variation,simple
790,Ждал сов чера,negative_feedback,service_issue,escalation_flow,augmented,simple
6812,"Подскажите, принимаете рассрочку?",faq,clinic_info,faq_flow,augmented,complex
9326,Всего хорошего 🙏 заранее спасибо,conversational,farewell,conversation_flow,augmented,simple
4224,Сколько длится профгигиену 😢,faq,procedure,faq_flow,augmented,simple
6074,Сколько нельзя курить после снимок пожалуйста,faq,visit_prep,faq_flow,augmented,medium
2811,осмотр это больно,faq,procedure,faq_flow,augmented,simple
5449,"Скажите, какая цена на профгигиену?",faq,price,faq_flow,augmented,complex
3239,"Подскажите, можно перенести на пятницу?",booking,reschedule,booking_flow,augmented,complex
6936,"Здравствуйте, до встречи?",conversational,farewell,conversation_flow,augmented,complex
5038,Не могу дозвониться!!,negative_feedback,service_issue,escalation_flow,augmented,simple
3024,"Скажите, где находится клиника?",faq,clinic_info,faq_flow,augmented,complex
2979,Привет 😢,conversational,greeting,conversation_flow,augmented,simple
8245,Эт обезобразие,negative_feedback,general,escalation_flow,augmented,simple
9131,У меня треснул зуб пожалуйста,anamnesis,complaint,anamnesis_flow,augmented,simple
8196,"Привет, нужно удаление",anamnesis,services,anamnesis_flow,augmented,complex
4517,Брекет отклеился 🦷,anamnesis,complaint,anamnesis_flow,augmented,simple
2210,чистку это больно,faq,procedure,faq_flow,augmented,simple
5395,"Скажите, здравствуйте, какая цена на осмотр?",faq,price,faq_flow,augmented,complex
3954,Посл ереставрацию у Иванова стало хуже,negative_feedback,quality,escalation_flow,augmented,medium
2056,ПЛОМБИРОВАНИЕ ЭТО БОЛЬНО,faq,procedure,faq_flow,augmented,simple
3485,"Здравствуйте, работаете в понедельник?",faq,clinic_info,faq_flow,augmented,complex
7933,"ЗДРАВСТВУЙТЕ, ЧАСЫ РАБОТЫ?",faq,clinic_info,faq_flow,augmented,complex
7996,Подуамю,conversational,unclear,clarification_flow,augmented,simple
2595,"добрый день, как проходит удаление?",faq,procedure,faq_flow,augmented,complex
8997,ЛаДно 👍,conversational,confirmation,conversation_flow,augmented,simple
7540,"Привет, хочу почистить зубы",anamnesis,services,anamnesis_flow,augmented,complex
102,Почём пломбирование 🙏,faq,price,faq_flow,augmented,simple
6000,Какие врачи работают?,faq,clinic_info,faq_flow,template,simple
6486,зуб мудрости болит периодически,anamnesis,symptom,anamnesis_flow,variation,simple
4466,Ретейнер отклеился 😊,anamnesis,complaint,anamnesis_flow,augmented,simple
4651,Нагрубили 🦷,negative_feedback,staff,escalation_flow,augmented,simple
9835,"Спаисбо, до свидания",conversational,gratitude,conversation_flow,augmented,complex
8861,"Подскажите, врач Иванова не объяснил",negative_feedback,staff,escalation_flow,augmented,complex
4370,Отмена записи 🦷 😢,booking,cancel,booking_flow,augmented,simple
7459,Очень благдоарен,conversational,gratitude,conversation_flow,augmented,simple
5707,Приветствую 🦷 🦷,conversational,greeting,conversation_flow,augmented,simple
2335,Хочу возврат,negative_feedback,general,escalation_flow,template,simple
4704,"Здравствуйте, позже спасибо",conversational,unclear,clarification_flow,augmented,complex
1397,Перенесите на серду,booking,reschedule,booking_flow,augmented,simple
8950,Хочу сдвинуть время 😢,booking,reschedule,booking_flow,augmented,simple
9004,Сколько нельзя курить после КТ,faq,visit_prep,faq_flow,augmented,simple
1550,Есть WhatsApp 🦷,faq,clinic_info,faq_flow,augmented,simple
3551,Запись к эндодонтисту на на этой неделе!!,booking,new_appointment,booking_flow,augmented,medium
7415,"Привет, недоволен обслуживанеим",negative_feedback,general,escalation_flow,augmented,complex
2953,Есть имплатнолог?,faq,clinic_info,faq_flow,augmented,simple
4965,"Здравствуйте, доброе утро!",conversational,greeting,conversation_flow,augmented,complex
5152,профгигиенуэ то больно?,faq,procedure,faq_flow,augmented,simple
2580,Во сколько обойдётся,faq,price,faq_flow,augmented,simple
3241,Работаете по ДМС?,faq,clinic_info,faq_flow,template,simple
8817,А МОЖНО ПО-ДРУГОУМ?,faq,followup,faq_flow,augmented,simple
1004,Приду пожалуйста?!,conversational,confirmation,conversation_flow,augmented,simple
2619,Врач был невнимателен 🦷,negative_feedback,staff,escalation_flow,augmented,simple
2854,Болит верхняя десна уже день,anamnesis,symptom,anamnesis_flow,variation,simple
9039,"Подскажите, ждал неделю",negative_feedback,service_issue,escalation_flow,augmented,complex
8465,Хочу на эту неделю,booking,new_appointment,booking_flow,template,simple
3416,Перезапишите на 10:00 пожалуйста,booking,reschedule,booking_flow,augmented,simple
4757,Сколько дилтся протезирование?,faq,procedure,faq_flow,augmented,simple
9820,Что нельзя после реставрацию?,faq,visit_prep,faq_flow,variation,simple
8764,"Здравствуйте, хОЧУ ПОЖАЛОВАТЬСЯ",negative_feedback,general,escalation_flow,augmented,complex
9208,Сколько нельзя заниматься спортом после снимок пожалуйста,faq,visit_prep,faq_flow,augmented,medium
8854,Доброе утро.,conversational,greeting,conversation_flow,augmented,simple
4094,соглаесн,conversational,confirmation,conversation_flow,augmented,simple
6539,"Привет, здравствуйте, благодарю",conversational,gratitude,conversation_flow,augmented,complex
4194,"Поясните, поажлуйста",faq,followup,faq_flow,augmented,complex
8847,запись к ортопеду на утро 🦷,booking,new_appointment,booking_flow,augmented,medium
2232,"Добрый день, добрый день, всего доброго",conversational,farewell,conversation_flow,augmented,complex
2683,Работаете в утро,faq,clinic_info,faq_flow,augmented,simple
8459,Как проходит коронку?,faq,procedure,faq_flow,variation,simple
6963,Какая цена на осмотр?,faq,price,faq_flow,variation,simple
3697,Отменит езапись,booking,cancel,booking_flow,augmented,simple
1559,коронку сколько стоит 😢,faq,price,faq_flow,augmented,simple
8320,Отмените приём спасибо,booking,cancel,booking_flow,augmented,simple
4547,ЗАПИСЬ К ДЕТСКОМУ СТОМАТОЛОГУ НА ЧЕТВЕРГ?!,booking,new_appointment,booking_flow,augmented,medium
1444,Не знаю 😢,conversational,unclear,clarification_flow,augmented,simple
5526,Хорошего дня 🦷?!,conversational,farewell,conversation_flow,augmented,simple
9072,"Здравствуйте, а что будет если 🙏",faq,followup,faq_flow,augmented,complex
4906,"ПОЯСНИТЕ, ПОЖЛАУЙСТА",faq,followup,faq_flow,augmented,complex
3165,"Привет, договорились",conversational,confirmation,conversation_flow,augmented,complex
1042,"Здравствуйте, имплантацию это больно!",faq,procedure,faq_flow,augmented,complex
6310,Большое спасибо спасибо,conversational,gratitude,conversation_flow,augmented,simple
9739,Не знаю 👍!,conversational,unclear,clarification_flow,augmented,simple
5556,Ждал давно?!,negative_feedback,service_issue,escalation_flow,augmented,simple
1999,Перенесите на следующую неделю,booking,reschedule,booking_flow,template,simple
1906,"Заболел, не приду...",booking,cancel,booking_flow,augmented,complex
2342,коренной зуб болит немного,anamnesis,symptom,anamnesis_flow,variation,simple
6367,"Подскажите, треснул зуб",anamnesis,complaint,anamnesis_flow,augmented,complex
5480,"Добрый день, пРИНЯТО",conversational,confirmation,conversation_flow,augmented,complex
9782,"Подскажите, здравствуйте",conversational,greeting,conversation_flow,augmented,complex
3983,Хочу лечение каналов...,anamnesis,services,anamnesis_flow,augmented,simple
5604,Персонал хамит.,negative_feedback,staff,escalation_flow,augmented,simple
1443,Можно перенести на воскресенье пожалуйста,booking,reschedule,booking_flow,augmented,simple
2681,"Привет, сколько нельзя пить алкоголь после брекеты?",faq,visit_prep,faq_flow,augmented,complex
7521,Что нельзя после удаление,faq,visit_prep,faq_flow,augmented,simple
7070,Привет 🦷?,conversational,greeting,conversation_flow,augmented,simple
486,Как проходит имплантацию?,faq,procedure,faq_flow,variation,simple
7135,Что если неп оможет?,faq,followup,faq_flow,augmented,simple
9776,"отмените запись, заболел!!",booking,cancel,booking_flow,augmented,complex
6106,Сколько нельзя курить после элайнеры?,faq,visit_prep,faq_flow,variation,simple
8512,ОТМЕНА ЗАПИСИ!!,booking,cancel,booking_flow,augmented,simple
8518,"Здравствуйте, сколько стоит протезирование?",faq,price,faq_flow,augmented,complex
2071,снимите емня с записи,booking,cancel,booking_flow,augmented,simple
1367,"Здравствуйте, хорошего дня 😊",conversational,farewell,conversation_flow,augmented,complex
2566,можно перенести на в ближайшее время 😢,booking,reschedule,booking_flow,augmented,medium
653,консультацию сколько стоит?!,faq,price,faq_flow,augmented,simple
5405,Мне не перезвонили несколько дней 😢,negative_feedback,service_issue,escalation_flow,augmented,medium
6741,Перенесите на воскресенье спасибо,booking,reschedule,booking_flow,augmented,simple
8878,А врдуг не получится?,faq,followup,faq_flow,augmented,simple
7368,Запись к эндодонтисту на на этой неделе,booking,new_appointment,booking_flow,variation,medium
852,Сколько длится брекеты.,faq,procedure,faq_flow,augmented,simple
946,Не уверен 🙏,conversational,unclear,clarification_flow,augmented,simple
6489,А обязательно спасибо пожалуйста,faq,followup,faq_flow,augmented,simple
1516,"Добрый день, согласен",conversational,confirmation,conversation_flow,augmented,complex
9596,Петровойбы л груб,negative_feedback,staff,escalation_flow,augmented,simple
5026,"Подскажите, не решил ещё",conversational,unclear,clarification_flow,augmented,complex
6702,"Да, конечно?!",conversational,confirmation,conversation_flow,augmented,complex
8766,"Привет, сколько стоит протезирование...",faq,price,faq_flow,augmented,complex
423,Появиласья звочка во рту,anamnesis,complaint,anamnesis_flow,augmented,simple
1295,Сколько нельзя курить после пломбирование?,faq,visit_prep,faq_flow,variation,simple
3446,До встречи 😢,conversational,farewell,conversation_flow,augmented,simple
182,"Отмените запиьс, не смогу",booking,cancel,booking_flow,augmented,complex
8362,Сколько длиТся консультацию,faq,procedure,faq_flow,augmented,simple
2837,понял заранее спасибо,conversational,confirmation,conversation_flow,augmented,simple
1930,"Спасибо, од свиДания",conversational,gratitude,conversation_flow,augmented,complex
1659,Сколько стоит лечение кариеса,faq,price,faq_flow,augmented,simple
9615,Хочу возврат 🙏 👍,negative_feedback,general,escalation_flow,augmented,simple
4730,Верните деньги!!,negative_feedback,general,escalation_flow,augmented,simple
9704,Добрый вчеер,conversational,greeting,conversation_flow,augmented,simple
7684,"Здравствуйте, как проходит пломбирование?",faq,procedure,faq_flow,augmented,complex
4016,"Добрый день, подскажите подробнее",faq,followup,faq_flow,augmented,complex
5383,отбеливание сколько стоит?,faq,price,faq_flow,variation,simple
4683,Что вы рекомендуете?!,faq,followup,faq_flow,augmented,simple
7629,а чот лучше?,faq,followup,faq_flow,augmented,simple
3035,ПОКА пожалуйста,conversational,farewell,conversation_flow,augmented,simple
4617,"Здравствуйте, скажите, не решил ещё",conversational,unclear,clarification_flow,augmented,complex
4497,"Здравствуйте, ясно заранее спасибо",conversational,confirmation,conversation_flow,augmented,complex
4435,ПЕРЕНЕСИТЕ НА УТРО СПАСИБО,booking,reschedule,booking_flow,augmented,simple
1609,ДО СКОЛЬКИ РАБОТАЕТЕ!!,faq,clinic_info,faq_flow,augmented,simple
788,НАДО ПОДУМАТЬ 😊,conversational,unclear,clarification_flow,augmented,simple
5248,Требую компенсацию.,negative_feedback,general,escalation_flow,augmented,simple
8738,После чистку у Кузнецовой стало хуже...,negative_feedback,quality,escalation_flow,augmented,medium
8221,"не смогу прийти, форс-мажор спасибо",booking,cancel,booking_flow,augmented,complex
4371,У меня пульсирующая боль месяц,anamnesis,symptom,anamnesis_flow,variation,simple
1992,"Подскажите, возможно?",conversational,unclear,clarification_flow,augmented,complex
4024,Благодарю вас...,conversational,gratitude,conversation_flow,augmented,simple
5649,Приветствую спасибо,conversational,greeting,conversation_flow,augmented,simple
6395,доброе утро спасибо,conversational,greeting,conversation_flow,augmented,simple
8673,После виниры у Петровой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
9272,Это безобразие?!,negative_feedback,general,escalation_flow,augmented,simple
4818,Запись к хирургу на пятницу заранее спасибо,booking,new_appointment,booking_flow,augmented,medium
848,Спасибо 🙏 😢,conversational,gratitude,conversation_flow,augmented,simple
7395,"Привет, сколько длится лечение каналов?",faq,procedure,faq_flow,augmented,complex
8097,почём читску?,faq,price,faq_flow,augmented,simple
9784,"Здравствуйте, интересует чистку",anamnesis,services,anamnesis_flow,augmented,complex
6863,Сколько стоит лечение?!,faq,price,faq_flow,augmented,simple
5518,"Привет, хочу удаление",anamnesis,services,anamnesis_flow,augmented,complex
2023,консультацию это больно.,faq,procedure,faq_flow,augmented,simple
1379,Запись к эндодонтисту ан сегодня,booking,new_appointment,booking_flow,augmented,simple
5144,Перезвоню спасибо,conversational,unclear,clarification_flow,augmented,simple
440,добрый днеь!,conversational,greeting,conversation_flow,augmented,simple
7355,КАК ПРОХОДИТ ЭЛАЙНЕРЫ ЗАРАНЕЕ СПАСИБО,faq,procedure,faq_flow,augmented,simple
469,Хочу выровнять зубы пожалуйста,anamnesis,services,anamnesis_flow,augmented,simple
6270,Запись к гигиенисту на четверг спасибо,booking,new_appointment,booking_flow,augmented,medium
9963,"Скажите, винир отклеился",anamnesis,complaint,anamnesis_flow,augmented,complex
4847,Врач Петровой не объяснил пожалуйста,negative_feedback,staff,escalation_flow,augmented,simple
4230,У меня шатается зуб пожалуйста,anamnesis,complaint,anamnesis_flow,augmented,simple
6896,Есть ли скидки?,faq,price,faq_flow,template,simple
6244,"Отменит езапись, не смогу",booking,cancel,booking_flow,augmented,complex
3839,Можно перенести на пятницу 🦷,booking,reschedule,booking_flow,augmented,simple
634,Какая цена на лечение каналов 🦷,faq,price,faq_flow,augmented,medium
5134,нижний зуб болит сильно,anamnesis,symptom,anamnesis_flow,variation,simple
8625,Хочу имплантацию спасибо заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
9952,есть наркоз,faq,clinic_info,faq_flow,augmented,simple
3675,Можно записаться онлайн?,faq,clinic_info,faq_flow,template,simple
6009,Хочу поставить брекеты!,anamnesis,services,anamnesis_flow,augmented,simple
8375,"Отмените запись, не смогу 🦷",booking,cancel,booking_flow,augmented,complex
