id,text,label_intent,label_scenario,source
565,Надо подумать!,other,faq_flow,synthetic
345,какие есть альтернативы!,followup_question,faq_flow,synthetic
19,Хочу прийти на консультацию,booking,booking_flow,synthetic
269,Не получится в пятницу,reschedule_cancel,reschedule_flow,synthetic
425,Принимаете наличные?,clinic_faq,faq_flow,synthetic
564,Буду!,other,faq_flow,synthetic
365,Какие риски у снимок?,followup_question,faq_flow,synthetic
415,Принимаете кредит?,clinic_faq,faq_flow,synthetic
395,Работаете ли с седация?,clinic_faq,faq_flow,synthetic
368,а есть противопоказания,followup_question,faq_flow,synthetic
546,Благодарю,other,faq_flow,synthetic
129,Болит зуб уже час,complaint_primary,anamnesis_flow,synthetic
566,добрый вечер!,other,faq_flow,synthetic
575,спасибо за информацию.,other,faq_flow,synthetic
339,Какой срок службы коронки!,followup_question,faq_flow,synthetic
367,А осмотр это больно?,followup_question,faq_flow,synthetic
252,Можно перезаписаться на сегодня?,reschedule_cancel,reschedule_flow,synthetic
263,Нужно отменить консультацию,reschedule_cancel,reschedule_flow,synthetic
527,доброе утро,other,faq_flow,synthetic
403,Работаете ли с наркоз?,clinic_faq,faq_flow,synthetic
160,Какая цена на отбеливание!,price_question,faq_flow,synthetic
230,"Не смогу завтра, занят на работе",reschedule_cancel,reschedule_flow,synthetic
94,передний зуб постоянно болит,complaint_primary,anamnesis_flow,synthetic
315,А пломбирование это больно?,followup_question,faq_flow,synthetic
149,Болит десна уже с утра,complaint_primary,anamnesis_flow,synthetic
158,стоимость профгигиены?,price_question,faq_flow,synthetic
170,Сколько будет стоить всё лечение.,price_question,faq_flow,synthetic
336,можно ли лечить беременным,followup_question,faq_flow,synthetic
398,Есть ли WhatsApp?,clinic_faq,faq_flow,synthetic
455,Сколько нельзя есть после чистку?,visit_recommendations,faq_flow,synthetic
4,Нужна запись к гигиенисту,booking,booking_flow,synthetic
207,Стоимость костной пластики?,price_question,faq_flow,synthetic
99,Больно глотать,complaint_primary,anamnesis_flow,synthetic
247,"Хочу отменить, заболел",reschedule_cancel,reschedule_flow,synthetic
110,У меня пульсирующая боль с утра,complaint_primary,anamnesis_flow,synthetic
180,Стоимость лечения пульпита!,price_question,faq_flow,synthetic
102,не проходит онемение,complaint_primary,anamnesis_flow,synthetic
93,У меня отёк со вчера,complaint_primary,anamnesis_flow,synthetic
161,Какая цена на КТ?,price_question,faq_flow,synthetic
131,десна болит давно,complaint_primary,anamnesis_flow,synthetic
194,Какая цена на костную пластику?,price_question,faq_flow,synthetic
126,Появилась боль от горячего,complaint_primary,anamnesis_flow,synthetic
167,Какая цена на отбеливание?,price_question,faq_flow,synthetic
101,Гноится десна,complaint_primary,anamnesis_flow,synthetic
132,У меня отёк неделю,complaint_primary,anamnesis_flow,synthetic
421,Можно записаться онлайн.,clinic_faq,faq_flow,synthetic
570,Добрый день!,other,faq_flow,synthetic
384,Есть ли у вас детский кабинет?,clinic_faq,faq_flow,synthetic
22,Запишите на КТ зубов,booking,booking_flow,synthetic
6,хочу записать ребёнка на осмотр,booking,booking_flow,synthetic
408,До которого часа приём?,clinic_faq,faq_flow,synthetic
72,Хочу прийти на снимок,booking,booking_flow,synthetic
347,Нужна ли подготовка,followup_question,faq_flow,synthetic
135,Болит нижняя десна уже два часа,complaint_primary,anamnesis_flow,synthetic
363,какой материал лучше.,followup_question,faq_flow,synthetic
50,нужна запись на снятие швов.,booking,booking_flow,synthetic
416,Принимаете ли детей?,clinic_faq,faq_flow,synthetic
15,Свободные окошки на виниры?,booking,booking_flow,synthetic
84,Неприятный запах изо рта,complaint_primary,anamnesis_flow,synthetic
24,Есть ли приём в субботу?,booking,booking_flow,synthetic
424,Рядом есть метро?,clinic_faq,faq_flow,synthetic
206,Стоимость профгигиены,price_question,faq_flow,synthetic
344,Это современный метод,followup_question,faq_flow,synthetic
240,не смогу быть в назначенное время,reschedule_cancel,reschedule_flow,synthetic
505,Как часто нужно приходить на чистку?,visit_recommendations,faq_flow,synthetic
200,Почём коронка из циркония?,price_question,faq_flow,synthetic
79,болит от сладкого,complaint_primary,anamnesis_flow,synthetic
495,Что нельзя после коронку?,visit_recommendations,faq_flow,synthetic
289,Перенесите запись на утро,reschedule_cancel,reschedule_flow,synthetic
36,Хочу к имплантологу на сегодня,booking,booking_flow,synthetic
506,Сколько нельзя курить после пломбирование?,visit_recommendations,faq_flow,synthetic
328,Какой материал лучше?,followup_question,faq_flow,synthetic
349,А можно без панорамный снимок?,followup_question,faq_flow,synthetic
87,нижняя челюсть сильно болит,complaint_primary,anamnesis_flow,synthetic
576,Ясно!,other,faq_flow,synthetic
145,Появилась кровоточивость,complaint_primary,anamnesis_flow,synthetic
196,Почём панорамный снимок?,price_question,faq_flow,synthetic
265,хочу перенести чистку?,reschedule_cancel,reschedule_flow,synthetic
572,ладно,other,faq_flow,synthetic
494,нужно ли сдавать анализы.,visit_recommendations,faq_flow,synthetic
509,какие обезболивающие можно?,visit_recommendations,faq_flow,synthetic
563,посоветуюсь,other,faq_flow,synthetic
320,это навсегда?,followup_question,faq_flow,synthetic
166,Сколько будет стоить всё лечение!,price_question,faq_flow,synthetic
290,"отмените, пожалуйста, всё",reschedule_cancel,reschedule_flow,synthetic
574,Приветствую.,other,faq_flow,synthetic
140,Беспокоит кровоточивость,complaint_primary,anamnesis_flow,synthetic
435,Работаете ли в сегодня?,clinic_faq,faq_flow,synthetic
2,запись на отбеливание возможна?,booking,booking_flow,synthetic
227,Можно перезаписаться на понедельник?,reschedule_cancel,reschedule_flow,synthetic
210,Во сколько обойдётся осмотр?,price_question,faq_flow,synthetic
449,Есть ли ночной приём?,clinic_faq,faq_flow,synthetic
418,Работаете ли в понедельник?,clinic_faq,faq_flow,synthetic
388,у вас есть рентген?,clinic_faq,faq_flow,synthetic
128,Болит после удаления?,complaint_primary,anamnesis_flow,synthetic
479,Что нельзя после Air-Flow?,visit_recommendations,faq_flow,synthetic
401,Есть ли у вас лазер?,clinic_faq,faq_flow,synthetic
32,Запись к пародонтологу на четверг,booking,booking_flow,synthetic
285,"Не смогу прийти, уезжаю",reschedule_cancel,reschedule_flow,synthetic
319,А есть противопоказания?,followup_question,faq_flow,synthetic
226,нужно отменить визит,reschedule_cancel,reschedule_flow,synthetic
359,А лечение пульпита это больно?,followup_question,faq_flow,synthetic
115,появилась дырка в зубе!,complaint_primary,anamnesis_flow,synthetic
444,Есть приём в на этой неделе?,clinic_faq,faq_flow,synthetic
370,А консультацию это больно?,followup_question,faq_flow,synthetic
89,"отёк, что делать?",complaint_primary,anamnesis_flow,synthetic
222,Прайс на имплантацию есть?,price_question,faq_flow,synthetic
229,Перезапишите на субботу,reschedule_cancel,reschedule_flow,synthetic
464,Как подготовиться к резекцию?,visit_recommendations,faq_flow,synthetic
231,Нужно перенести на завтра,reschedule_cancel,reschedule_flow,synthetic
472,Будут ли какие-то ограничения?,visit_recommendations,faq_flow,synthetic
53,Записаться на установку брекетов,booking,booking_flow,synthetic
48,Нужен приём у пародонтолога,booking,booking_flow,synthetic
399,Есть приём в послезавтра?,clinic_faq,faq_flow,synthetic
406,Работаете ли с 3D-томограф?,clinic_faq,faq_flow,synthetic
569,Спасибо большое,other,faq_flow,synthetic
308,Сколько времени займёт лечение?,followup_question,faq_flow,synthetic
383,Принимаете полис ОМС?,clinic_faq,faq_flow,synthetic
82,Сломался протез!,complaint_primary,anamnesis_flow,synthetic
304,А Air-Flow это больно?,followup_question,faq_flow,synthetic
524,как чистить зубы с винирами.,visit_recommendations,faq_flow,synthetic
61,Запишите на профосмотр?,booking,booking_flow,synthetic
372,А можно без резекцию?,followup_question,faq_flow,synthetic
474,Нужно ли сдавать анализы?,visit_recommendations,faq_flow,synthetic
516,Сколько нельзя заниматься спортом после осмотр?,visit_recommendations,faq_flow,synthetic
364,Сколько длится синус-лифтинг?,followup_question,faq_flow,synthetic
276,Не получается в понедельник?,reschedule_cancel,reschedule_flow,synthetic
182,Какая цена на реставрация?,price_question,faq_flow,synthetic
466,сколько нельзя есть после пломбы?,visit_recommendations,faq_flow,synthetic
428,Работаете ли с рентген?,clinic_faq,faq_flow,synthetic
391,Кто главный врач?,clinic_faq,faq_flow,synthetic
250,"Отмените запись, занят на работе",reschedule_cancel,reschedule_flow,synthetic
138,Болит нижний зуб уже со вчера,complaint_primary,anamnesis_flow,synthetic
183,Стоимость протезирования?,price_question,faq_flow,synthetic
452,нужно ли чистить зубы перед визитом?,visit_recommendations,faq_flow,synthetic
450,Есть приём в сегодня?,clinic_faq,faq_flow,synthetic
159,Какая цена на лечение кариеса?,price_question,faq_flow,synthetic
404,Есть ли у вас микроскоп?,clinic_faq,faq_flow,synthetic
511,когда можно есть твёрдую пищу?,visit_recommendations,faq_flow,synthetic
521,Сколько нельзя есть после панорамный снимок?,visit_recommendations,faq_flow,synthetic
562,Здравствуйте,other,faq_flow,synthetic
501,Что нельзя после удаление?,visit_recommendations,faq_flow,synthetic
381,Есть ли у вас рентген?,clinic_faq,faq_flow,synthetic
340,Нужна ли подготовка?,followup_question,faq_flow,synthetic
366,Сколько длится реставрация?,followup_question,faq_flow,synthetic
74,Запишите на утро на удаление зуба мудрости,booking,booking_flow,synthetic
262,Не получится в в ближайшее время,reschedule_cancel,reschedule_flow,synthetic
96,Сильно болит шестёрка,complaint_primary,anamnesis_flow,synthetic
503,за сколько нельзя есть?,visit_recommendations,faq_flow,synthetic
326,имплант приживётся?,followup_question,faq_flow,synthetic
67,Запишите на в ближайшее время на лечение пульпита,booking,booking_flow,synthetic
203,Цена за элайнеры?,price_question,faq_flow,synthetic
453,Нужна ли подготовка к виниры?,visit_recommendations,faq_flow,synthetic
387,Можно записаться онлайн,clinic_faq,faq_flow,synthetic
279,"Не получается в это время, можно позже?",reschedule_cancel,reschedule_flow,synthetic
156,Какая цена на снимок?,price_question,faq_flow,synthetic
482,Как ухаживать за зубом после лечения?,visit_recommendations,faq_flow,synthetic
274,Перенос записи на протезирование?,reschedule_cancel,reschedule_flow,synthetic
459,Через сколько снимать швы?,visit_recommendations,faq_flow,synthetic
517,Сколько нельзя пить после элайнеры?,visit_recommendations,faq_flow,synthetic
463,Нужна ли подготовка к лечение кариеса?,visit_recommendations,faq_flow,synthetic
447,Есть ли бесплатная парковка?,clinic_faq,faq_flow,synthetic
329,А если боль вернётся?,followup_question,faq_flow,synthetic
283,Перенесите на другой день,reschedule_cancel,reschedule_flow,synthetic
522,Нужна ли подготовка к лечение пульпита?,visit_recommendations,faq_flow,synthetic
282,Нужно перенести на пятницу,reschedule_cancel,reschedule_flow,synthetic
410,Есть приём в в ближайшее время?,clinic_faq,faq_flow,synthetic
382,Принимаете ОМС?,clinic_faq,faq_flow,synthetic
426,как добраться на общественном транспорте.,clinic_faq,faq_flow,synthetic
11,Есть ли свободные слоты на завтра?,booking,booking_flow,synthetic
228,Можно перезаписаться на субботу?,reschedule_cancel,reschedule_flow,synthetic
216,удаление зуба мудрости у вас сколько стоит?,price_question,faq_flow,synthetic
178,Сколько будет стоить всё лечение?,price_question,faq_flow,synthetic
440,есть ли приём в субботу.,clinic_faq,faq_flow,synthetic
396,Есть ли ночной приём.,clinic_faq,faq_flow,synthetic
356,Сколько длится ретейнеры?,followup_question,faq_flow,synthetic
568,Пока не решил,other,faq_flow,synthetic
151,Цена удаления зуба мудрости?,price_question,faq_flow,synthetic
12,Можно записаться к терапевту на завтра?,booking,booking_flow,synthetic
267,"Не смогу прийти, перенесите пожалуйста",reschedule_cancel,reschedule_flow,synthetic
331,А реставрация это больно?,followup_question,faq_flow,synthetic
78,Беспокоит шишка,complaint_primary,anamnesis_flow,synthetic
255,Перенесите запись на в ближайшее время,reschedule_cancel,reschedule_flow,synthetic
76,опухла губа.,complaint_primary,anamnesis_flow,synthetic
58,Свободные окошки на профгигиену?,booking,booking_flow,synthetic
316,Подходит ли для детей,followup_question,faq_flow,synthetic
85,Зуб изменил цвет,complaint_primary,anamnesis_flow,synthetic
537,До встречи,other,faq_flow,synthetic
40,Мне нужно к эндодонтисту,booking,booking_flow,synthetic
148,Появилась запах изо рта,complaint_primary,anamnesis_flow,synthetic
489,Когда можно есть твёрдую пищу,visit_recommendations,faq_flow,synthetic
201,Какая цена на лечение пульпита?,price_question,faq_flow,synthetic
352,Это навсегда.,followup_question,faq_flow,synthetic
448,Есть детский кабинет.,clinic_faq,faq_flow,synthetic
467,Что нельзя после пломбирование?,visit_recommendations,faq_flow,synthetic
97,Появилась дырка в зубе,complaint_primary,anamnesis_flow,synthetic
34,Хочу записаться на приём к стоматологу,booking,booking_flow,synthetic
189,Прайс на снимок?,price_question,faq_flow,synthetic
311,А что если не лечить,followup_question,faq_flow,synthetic
150,"пульсирующая боль, что делать?",complaint_primary,anamnesis_flow,synthetic
305,как долго заживает?,followup_question,faq_flow,synthetic
273,Перезапишите на вечер,reschedule_cancel,reschedule_flow,synthetic
419,как с вами связаться?,clinic_faq,faq_flow,synthetic
63,Нужна запись на имплантацию,booking,booking_flow,synthetic
270,Нужно перенести на сегодня,reschedule_cancel,reschedule_flow,synthetic
257,Не получается в понедельник,reschedule_cancel,reschedule_flow,synthetic
498,Когда можно курить после удаления?,visit_recommendations,faq_flow,synthetic
496,Можно ли есть перед приёмом?,visit_recommendations,faq_flow,synthetic
177,сколько стоит панорамный снимок.,price_question,faq_flow,synthetic
191,Цена на съёмный протез?,price_question,faq_flow,synthetic
33,хочу продолжить лечение,booking,booking_flow,synthetic
523,Когда прийти на осмотр?,visit_recommendations,faq_flow,synthetic
142,челюсть немного болит,complaint_primary,anamnesis_flow,synthetic
217,брекеты у вас сколько стоит?,price_question,faq_flow,synthetic
532,Добрый день,other,faq_flow,synthetic
588,Благодарю!,other,faq_flow,synthetic
526,договорились,other,faq_flow,synthetic
165,какая цена на ретейнеры?,price_question,faq_flow,synthetic
544,Большое спасибо,other,faq_flow,synthetic
108,Болит при жевании,complaint_primary,anamnesis_flow,synthetic
298,Можно перезаписаться на пятницу?,reschedule_cancel,reschedule_flow,synthetic
567,Приветствую,other,faq_flow,synthetic
59,Хочу продолжить лечение.,booking,booking_flow,synthetic
277,Не получится в среду,reschedule_cancel,reschedule_flow,synthetic
393,Принимаете карту?,clinic_faq,faq_flow,synthetic
350,Сколько длится удаление?,followup_question,faq_flow,synthetic
508,Сколько нельзя есть твёрдое после осмотр?,visit_recommendations,faq_flow,synthetic
105,Сильно болит зуб,complaint_primary,anamnesis_flow,synthetic
288,"Не смогу завтра, занят на работе.",reschedule_cancel,reschedule_flow,synthetic
35,Хочу прийти на удаление зуба мудрости,booking,booking_flow,synthetic
287,"Отмените запись, болею",reschedule_cancel,reschedule_flow,synthetic
392,Работаете ли с микроскоп?,clinic_faq,faq_flow,synthetic
90,"Опухла щека, больно открывать рот",complaint_primary,anamnesis_flow,synthetic
338,подходит ли для детей?,followup_question,faq_flow,synthetic
342,Можно ли обойтись без анестезии?,followup_question,faq_flow,synthetic
420,Как добраться на общественном транспорте?,clinic_faq,faq_flow,synthetic
317,Сколько длится КТ?,followup_question,faq_flow,synthetic
468,Нужна ли подготовка к коронку?,visit_recommendations,faq_flow,synthetic
188,протезирование у вас сколько стоит?,price_question,faq_flow,synthetic
556,Подумаю,other,faq_flow,synthetic
470,чем полоскать рот после имплантации?,visit_recommendations,faq_flow,synthetic
27,Запишите меня на чистку зубов,booking,booking_flow,synthetic
187,Какая цена на коронку?,price_question,faq_flow,synthetic
346,А можно без элайнеры?,followup_question,faq_flow,synthetic
264,нужно изменить время записи,reschedule_cancel,reschedule_flow,synthetic
29,Когда можно попасть к хирургу?,booking,booking_flow,synthetic
478,можно ли прикладывать холод?,visit_recommendations,faq_flow,synthetic
318,А КТ это больно?,followup_question,faq_flow,synthetic
42,Нужна запись на реставрация,booking,booking_flow,synthetic
351,Какие риски?,followup_question,faq_flow,synthetic
528,ясно,other,faq_flow,synthetic
295,"Не получается в это время, можно позже!",reschedule_cancel,reschedule_flow,synthetic
571,"Да, конечно!",other,faq_flow,synthetic
461,Что делать после ретейнеры?,visit_recommendations,faq_flow,synthetic
358,Какие риски у элайнеры?,followup_question,faq_flow,synthetic
480,Что нужно перед удалением?,visit_recommendations,faq_flow,synthetic
219,Почём лечение каналов?,price_question,faq_flow,synthetic
417,Есть приём в пятницу?,clinic_faq,faq_flow,synthetic
492,Что делать после протезирование?,visit_recommendations,faq_flow,synthetic
413,Во сколько открываетесь?,clinic_faq,faq_flow,synthetic
171,есть скидки пенсионерам,price_question,faq_flow,synthetic
354,Это безопасно?,followup_question,faq_flow,synthetic
198,Какая цена за один имплант?,price_question,faq_flow,synthetic
37,Мне нужно к терапевту,booking,booking_flow,synthetic
322,Сколько прослужит пломба?,followup_question,faq_flow,synthetic
1,Мне нужно к имплантологу,booking,booking_flow,synthetic
325,Сколько длится снимок?,followup_question,faq_flow,synthetic
433,Есть приём в воскресенье?,clinic_faq,faq_flow,synthetic
379,есть ли личный кабинет.,clinic_faq,faq_flow,synthetic
321,Подходит ли для детей.,followup_question,faq_flow,synthetic
190,Какие цены на виниры!,price_question,faq_flow,synthetic
95,Десна отошла от зуба,complaint_primary,anamnesis_flow,synthetic
208,Есть ли скидки для постоянных клиентов?,price_question,faq_flow,synthetic
385,Есть ли рассрочка!,clinic_faq,faq_flow,synthetic
71,Запись к имплантологу на четверг,booking,booking_flow,synthetic
238,"Отмените запись, форс-мажор",reschedule_cancel,reschedule_flow,synthetic
490,Какую щётку использовать?,visit_recommendations,faq_flow,synthetic
13,Нужна запись на снятие швов,booking,booking_flow,synthetic
299,Не получится в сегодня,reschedule_cancel,reschedule_flow,synthetic
293,Не получится в четверг,reschedule_cancel,reschedule_flow,synthetic
514,Какие обезболивающие можно!,visit_recommendations,faq_flow,synthetic
361,А можно без виниры?,followup_question,faq_flow,synthetic
582,Приду,other,faq_flow,synthetic
157,Цена за лечение каналов?,price_question,faq_flow,synthetic
531,Пока,other,faq_flow,synthetic
411,работаете ли в выходные?,clinic_faq,faq_flow,synthetic
9,Запись к гигиенисту на завтра,booking,booking_flow,synthetic
47,Есть ли свободное время на в ближайшее время?,booking,booking_flow,synthetic
332,А это больно?,followup_question,faq_flow,synthetic
123,нижняя десна болит два часа,complaint_primary,anamnesis_flow,synthetic
460,Что нельзя после отбеливания?,visit_recommendations,faq_flow,synthetic
481,Нужна ли подготовка к панорамный снимок?,visit_recommendations,faq_flow,synthetic
68,Записаться на установку брекетов!,booking,booking_flow,synthetic
112,Не проходит онемение.,complaint_primary,anamnesis_flow,synthetic
209,Сколько стоит пломба!,price_question,faq_flow,synthetic
375,Какие гарантии?,followup_question,faq_flow,synthetic
475,нужно ли приходить повторно?,visit_recommendations,faq_flow,synthetic
581,Спасибо за информацию,other,faq_flow,synthetic
586,Добрый день?,other,faq_flow,synthetic
286,"Не смогу прийти, не смогу",reschedule_cancel,reschedule_flow,synthetic
43,Когда можно попасть к пародонтологу?,booking,booking_flow,synthetic
124,Сильно болит верхняя десна,complaint_primary,anamnesis_flow,synthetic
254,Отмена записи у терапевта,reschedule_cancel,reschedule_flow,synthetic
232,"Не смогу прийти, болею",reschedule_cancel,reschedule_flow,synthetic
541,понятно,other,faq_flow,synthetic
560,Удачи.,other,faq_flow,synthetic
409,Работаете ли в воскресенье?,clinic_faq,faq_flow,synthetic
246,"отмените запись, уезжаю",reschedule_cancel,reschedule_flow,synthetic
202,Сколько стоит консультация?,price_question,faq_flow,synthetic
272,Хочу сдвинуть время на час,reschedule_cancel,reschedule_flow,synthetic
218,Почём пломбирование?,price_question,faq_flow,synthetic
18,Мне нужно к хирургу,booking,booking_flow,synthetic
259,Можно перезаписаться на четверг?,reschedule_cancel,reschedule_flow,synthetic
394,Работаете с наркозом?,clinic_faq,faq_flow,synthetic
376,Работаете ли в на следующей неделе?,clinic_faq,faq_flow,synthetic
551,"спасибо, до свидания",other,faq_flow,synthetic
21,Запишите на субботу на консультацию,booking,booking_flow,synthetic
23,есть свободное время на эту неделю?,booking,booking_flow,synthetic
548,"Да, конечно",other,faq_flow,synthetic
3,Нужна запись на протезирование,booking,booking_flow,synthetic
294,Перенесите запись на понедельник,reschedule_cancel,reschedule_flow,synthetic
77,зуб реагирует на холодное,complaint_primary,anamnesis_flow,synthetic
441,Есть ли имплантолог?,clinic_faq,faq_flow,synthetic
114,"шишка, что делать?",complaint_primary,anamnesis_flow,synthetic
297,Не получится в субботу,reschedule_cancel,reschedule_flow,synthetic
223,Сколько стоит осмотр?,price_question,faq_flow,synthetic
168,Почём снимок?,price_question,faq_flow,synthetic
432,Какой у вас адрес?,clinic_faq,faq_flow,synthetic
127,Болит верхняя челюсть уже два дня,complaint_primary,anamnesis_flow,synthetic
377,Работаете ли в вторник?,clinic_faq,faq_flow,synthetic
220,во сколько обойдётся снимок?,price_question,faq_flow,synthetic
374,Какие есть альтернативы?,followup_question,faq_flow,synthetic
580,добрый день.,other,faq_flow,synthetic
143,"Болит десна, опухла!",complaint_primary,anamnesis_flow,synthetic
237,Перенесите запись на пятницу,reschedule_cancel,reschedule_flow,synthetic
559,Большое спасибо!,other,faq_flow,synthetic
243,Не получается в понедельник!,reschedule_cancel,reschedule_flow,synthetic
303,сколько носить брекеты?,followup_question,faq_flow,synthetic
493,Что нельзя после отбеливание?,visit_recommendations,faq_flow,synthetic
442,до скольки работаете?,clinic_faq,faq_flow,synthetic
