id,text,route_domain,subtype,explicit_booking,urgency,is_offtopic,specialization_hint,feedback_flag,faq_category,style,source,seed_id
seed_040,Брекет отклеился,anamnesis,complaint,False,normal,False,,False,,,seed,seed_040
seed_041,Сломался передний зуб,anamnesis,complaint,False,normal,False,,False,,,seed,seed_041
seed_042,Временная пломба вылетела,anamnesis,complaint,False,normal,False,,False,,,seed,seed_042
seed_043,Протез натирает десну,anamnesis,complaint,False,normal,False,,False,,,seed,seed_043
seed_044,Мост отпал,anamnesis,complaint,False,normal,False,,False,,,seed,seed_044
seed_045,Потерял два передних зуба,anamnesis,complaint,False,normal,False,,False,,,seed,seed_045
seed_046,Зуб крошится,anamnesis,complaint,False,normal,False,,False,,,seed,seed_046
seed_047,Выпал штифт из зуба,anamnesis,complaint,False,normal,False,,False,,,seed,seed_047
seed_048,Проволока от брекетов царапает щёку,anamnesis,complaint,False,normal,False,,False,,,seed,seed_048
seed_049,Винир отвалился,anamnesis,complaint,False,normal,False,,False,,,seed,seed_049
seed_050,Зуб разрушен до корня,anamnesis,complaint,False,normal,False,,False,,,seed,seed_050
seed_051,Стёрлись передние зубы,anamnesis,complaint,False,normal,False,,False,,,seed,seed_051
seed_052,"Пломба потемнела, некрасиво",anamnesis,complaint,False,normal,False,,False,,,seed,seed_052
seed_053,Промежутки между зубами увеличились,anamnesis,complaint,False,normal,False,,False,,,seed,seed_053
seed_054,Ретейнер сломался,anamnesis,complaint,False,normal,False,,False,,,seed,seed_054
seed_055,Имплант шатается,anamnesis,complaint,False,normal,False,,False,,,seed,seed_055
seed_056,После лечения каналов стало хуже,anamnesis,complaint,False,normal,False,,False,,,seed,seed_056
seed_057,Зуб сместился после удара,anamnesis,complaint,False,normal,False,,False,,,seed,seed_057
seed_058,Съёмный протез не держится,anamnesis,complaint,False,normal,False,,False,,,seed,seed_058
seed_059,Скол на переднем зубе,anamnesis,complaint,False,normal,False,,False,,,seed,seed_059
seed_060,"Камень на зубах, не чистили давно",anamnesis,complaint,False,normal,False,,False,,,seed,seed_060
seed_061,У ребёнка чёрные дырочки на зубах,anamnesis,complaint,False,normal,False,,False,,,seed,seed_061
seed_062,У ребёнка налёт на зубах,anamnesis,complaint,False,normal,False,,False,,,seed,seed_062
seed_063,"Нет нескольких зубов, жевать неудобно",anamnesis,complaint,False,normal,False,,False,,,seed,seed_063
seed_064,"Зубы серого цвета, стесняюсь улыбаться",anamnesis,complaint,False,normal,False,,False,,,seed,seed_064
seed_065,Щель между передними зубами,anamnesis,complaint,False,normal,False,,False,,,seed,seed_065
seed_066,Кривые зубы,anamnesis,complaint,False,normal,False,,False,,,seed,seed_066
seed_067,Неправильный прикус,anamnesis,complaint,False,normal,False,,False,,,seed,seed_067
seed_068,У ребёнка нет места для зубов,anamnesis,complaint,False,normal,False,,False,,,seed,seed_068
seed_069,У ребёнка не закрывается рот полностью,anamnesis,complaint,False,normal,False,,False,,,seed,seed_069
seed_070,Альвеолит после удаления,anamnesis,complaint,False,normal,False,,False,,,seed,seed_070
seed_071,Хочу отбеливание,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_071
seed_072,Интересует имплантация,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_072
seed_073,Нужны брекеты,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_073
seed_074,Хочу виниры,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_074
seed_075,Нужна профессиональная чистка,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_075
seed_076,Хочу поставить импланты вместо протеза,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_076
seed_077,Интересует исправление прикуса,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_077
seed_078,Хочу элайнеры,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_078
seed_079,Нужен мост на нижнюю челюсть,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_079
seed_080,Хочу удалить зуб мудрости,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_080
seed_081,Интересует пластика десны,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_081
seed_082,Хочу лечение под седацией,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_082
seed_083,Нужна реставрация переднего зуба,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_083
seed_084,Интересует протезирование на имплантах,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_084
seed_085,Хочу all-on-4,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_085
seed_086,Нужна детская чистка,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_086
seed_087,Хочу герметизацию фиссур ребёнку,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_087
seed_088,Интересует фторирование,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_088
seed_089,Хочу убрать зубной камень,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_089
seed_090,Нужно вылечить кариес,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_090
seed_091,Хочу лечение каналов,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_091
seed_092,Интересует закись азота для ребёнка,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_092
seed_093,Нужна коронка,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_093
seed_094,Хочу циркониевые коронки,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_094
seed_095,Интересует костная пластика,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_095
seed_096,Хочу одномоментную имплантацию,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_096
seed_097,Нужна пластика уздечки губы,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_097
seed_098,Интересуюсь лазерным лечением,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_098
seed_099,Хочу художественную реставрацию,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_099
seed_100,Нужно поставить вкладку,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_100
seed_101,Интересует синус-лифтинг,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_101
seed_102,Хочу ночную каппу от бруксизма,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_102
seed_103,Нужна спортивная каппа,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_103
seed_104,Хочу сделать КТ зубов,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_104
seed_105,Нужен профосмотр,anamnesis,treatment_interest,False,normal,False,,False,,,seed,seed_105
seed_106,Сколько стоит имплант?,faq,price,False,normal,False,,False,,,seed,seed_106
seed_107,Какие цены на чистку?,faq,price,False,normal,False,,False,,,seed,seed_107
seed_108,Стоимость брекетов,faq,price,False,normal,False,,False,,,seed,seed_108
seed_109,Прайс на виниры,faq,price,False,normal,False,,False,,,seed,seed_109
seed_110,Есть рассрочка на имплантацию?,faq,price,False,normal,False,,False,,,seed,seed_110
seed_111,Сколько стоит удаление зуба мудрости?,faq,price,False,normal,False,,False,,,seed,seed_111
seed_112,Цена отбеливания?,faq,price,False,normal,False,,False,,,seed,seed_112
seed_113,Почём коронка из циркония?,faq,price,False,normal,False,,False,,,seed,seed_113
seed_114,Сколько стоит лечение кариеса?,faq,price,False,normal,False,,False,,,seed,seed_114
seed_115,Есть беспроцентная рассрочка?,faq,price,False,normal,False,,False,,,seed,seed_115
seed_116,Стоимость консультации,faq,price,False,normal,False,,False,,,seed,seed_116
seed_117,Сколько стоит КТ?,faq,price,False,normal,False,,False,,,seed,seed_117
seed_118,Цена элайнеров?,faq,price,False,normal,False,,False,,,seed,seed_118
seed_119,Что дешевле — мост или имплант?,faq,price,False,normal,False,,False,,,seed,seed_119
seed_120,Сколько будет стоить всё лечение?,faq,price,False,normal,False,,False,,,seed,seed_120
seed_121,Стоимость пломбы,faq,price,False,normal,False,,False,,,seed,seed_121
seed_122,Цена протезирования,faq,price,False,normal,False,,False,,,seed,seed_122
seed_123,Сколько стоит лечение каналов?,faq,price,False,normal,False,,False,,,seed,seed_123
seed_124,Цена детской чистки?,faq,price,False,normal,False,,False,,,seed,seed_124
seed_125,Анестезия входит в стоимость?,faq,price,False,normal,False,,False,,,seed,seed_125
seed_126,Стоимость пластики десны,faq,price,False,normal,False,,False,,,seed,seed_126
seed_127,Прайс-лист есть?,faq,price,False,normal,False,,False,,,seed,seed_127
seed_128,На сколько месяцев рассрочка?,faq,price,False,normal,False,,False,,,seed,seed_128
seed_129,Цена снятия брекетов?,faq,price,False,normal,False,,False,,,seed,seed_129
seed_130,Стоимость all-on-4,faq,price,False,normal,False,,False,,,seed,seed_130
seed_131,Сколько стоит снимок зуба?,faq,price,False,normal,False,,False,,,seed,seed_131
seed_132,Цена герметизации фиссур?,faq,price,False,normal,False,,False,,,seed,seed_132
seed_133,Стоимость удаления нерва,faq,price,False,normal,False,,False,,,seed,seed_133
seed_134,Принимаете по ДМС?,faq,price,False,normal,False,,False,,,seed,seed_134
seed_135,Можно оплатить картой?,faq,price,False,normal,False,,False,,,seed,seed_135
seed_136,Где вы находитесь?,faq,clinic_info,False,normal,False,,False,,,seed,seed_136
seed_137,Работаете в субботу?,faq,clinic_info,False,normal,False,,False,,,seed,seed_137
seed_138,Есть парковка?,faq,clinic_info,False,normal,False,,False,,,seed,seed_138
seed_139,Какой у вас адрес?,faq,clinic_info,False,normal,False,,False,,,seed,seed_139
seed_140,До скольки работаете?,faq,clinic_info,False,normal,False,,False,,,seed,seed_140
seed_141,Принимаете детей?,faq,clinic_info,False,normal,False,,False,,,seed,seed_141
seed_142,С какого возраста берёте детей?,faq,clinic_info,False,normal,False,,False,,,seed,seed_142
seed_143,Какой телефон клиники?,faq,clinic_info,False,normal,False,,False,,,seed,seed_143
seed_144,Работаете в воскресенье?,faq,clinic_info,False,normal,False,,False,,,seed,seed_144
seed_145,Есть ли у вас лицензия?,faq,clinic_info,False,normal,False,,False,,,seed,seed_145
seed_146,Есть седация?,faq,clinic_info,False,normal,False,,False,,,seed,seed_146
seed_147,Лечите под закисью азота?,faq,clinic_info,False,normal,False,,False,,,seed,seed_147
seed_148,Как к вам добраться?,faq,clinic_info,False,normal,False,,False,,,seed,seed_148
seed_149,Какие формы оплаты?,faq,clinic_info,False,normal,False,,False,,,seed,seed_149
seed_150,Даёте гарантию на лечение?,faq,clinic_info,False,normal,False,,False,,,seed,seed_150
seed_151,Какие документы нужны на приём?,faq,clinic_info,False,normal,False,,False,,,seed,seed_151
seed_152,Есть электронная запись?,faq,clinic_info,False,normal,False,,False,,,seed,seed_152
seed_153,Делаете КТ у вас?,faq,clinic_info,False,normal,False,,False,,,seed,seed_153
seed_154,Есть рентген в клинике?,faq,clinic_info,False,normal,False,,False,,,seed,seed_154
seed_155,Во сколько открываетесь?,faq,clinic_info,False,normal,False,,False,,,seed,seed_155
seed_156,Как называется ваша клиника?,faq,clinic_info,False,normal,False,,False,,,seed,seed_156
seed_157,Вы на Рябикова?,faq,clinic_info,False,normal,False,,False,,,seed,seed_157
seed_158,Есть налоговый вычет за лечение?,faq,clinic_info,False,normal,False,,False,,,seed,seed_158
seed_159,Даёте справку для налоговой?,faq,clinic_info,False,normal,False,,False,,,seed,seed_159
seed_160,Есть программа лояльности?,faq,clinic_info,False,normal,False,,False,,,seed,seed_160
seed_161,Акции есть?,faq,clinic_info,False,normal,False,,False,,,seed,seed_161
seed_162,Нужно ли направление?,faq,clinic_info,False,normal,False,,False,,,seed,seed_162
seed_163,Куда жаловаться?,faq,clinic_info,False,normal,False,,False,,,seed,seed_163
seed_164,Есть вай-фай в клинике?,faq,clinic_info,False,normal,False,,False,,,seed,seed_164
seed_165,Сколько детских стоматологов?,faq,doctor_info,False,normal,False,,False,,,seed,seed_165
seed_166,Работает ли у вас Батылин?,faq,doctor_info,False,normal,False,,False,,,seed,seed_166
seed_167,Кто ваш лучший ортодонт?,faq,doctor_info,False,normal,False,,False,,,seed,seed_167
seed_168,Какой стаж у хирурга?,faq,doctor_info,False,normal,False,,False,,,seed,seed_168
seed_169,Есть детский стоматолог?,faq,doctor_info,False,normal,False,,False,,,seed,seed_169
seed_170,Кто делает имплантацию?,faq,doctor_info,False,normal,False,,False,,,seed,seed_170
seed_171,У вас есть ортодонт Ермаков?,faq,doctor_info,False,normal,False,,False,,,seed,seed_171
seed_172,Демин ещё работает у вас?,faq,doctor_info,False,normal,False,,False,,,seed,seed_172
seed_173,Кто лечит детей?,faq,doctor_info,False,normal,False,,False,,,seed,seed_173
seed_174,Есть ли пародонтолог?,faq,doctor_info,False,normal,False,,False,,,seed,seed_174
seed_175,Кто самый опытный врач?,faq,doctor_info,False,normal,False,,False,,,seed,seed_175
seed_176,Конновская принимает?,faq,doctor_info,False,normal,False,,False,,,seed,seed_176
seed_177,Какая специализация у Демина?,faq,doctor_info,False,normal,False,,False,,,seed,seed_177
seed_178,Кто ставит брекеты?,faq,doctor_info,False,normal,False,,False,,,seed,seed_178
seed_179,Есть ортопед?,faq,doctor_info,False,normal,False,,False,,,seed,seed_179
seed_180,Кто делает протезирование?,faq,doctor_info,False,normal,False,,False,,,seed,seed_180
seed_181,Есть врач-гнатолог?,faq,doctor_info,False,normal,False,,False,,,seed,seed_181
seed_182,Кто удаляет зубы мудрости?,faq,doctor_info,False,normal,False,,False,,,seed,seed_182
seed_183,Расскажите про ваших врачей,faq,doctor_info,False,normal,False,,False,,,seed,seed_183
seed_184,Стаж работы Ермакова?,faq,doctor_info,False,normal,False,,False,,,seed,seed_184
seed_185,Есть анестезиолог?,faq,doctor_info,False,normal,False,,False,,,seed,seed_185
seed_186,Кто лечит десны?,faq,doctor_info,False,normal,False,,False,,,seed,seed_186
seed_187,Какие врачи работают по выходным?,faq,doctor_info,False,normal,False,,False,,,seed,seed_187
seed_188,У кого больше всего отзывов?,faq,doctor_info,False,normal,False,,False,,,seed,seed_188
seed_189,Есть терапевт-стоматолог?,faq,doctor_info,False,normal,False,,False,,,seed,seed_189
seed_190,Кто занимается эстетикой?,faq,doctor_info,False,normal,False,,False,,,seed,seed_190
seed_191,Сколько врачей в клинике?,faq,doctor_info,False,normal,False,,False,,,seed,seed_191
seed_192,Хочу к женщине-стоматологу,faq,doctor_info,False,normal,False,,False,,,seed,seed_192
seed_193,Кто принимает беременных?,faq,doctor_info,False,normal,False,,False,,,seed,seed_193
seed_194,Есть хирург для имплантации?,faq,doctor_info,False,normal,False,,False,,,seed,seed_194
seed_195,Кто делает снимки?,faq,doctor_info,False,normal,False,,False,,,seed,seed_195
seed_196,Имплантация это больно?,faq,procedure_info,False,normal,False,,False,,,seed,seed_196
seed_197,Сколько длится чистка?,faq,procedure_info,False,normal,False,,False,,,seed,seed_197
seed_198,Какие противопоказания у отбеливания?,faq,procedure_info,False,normal,False,,False,,,seed,seed_198
seed_199,Как проходит удаление зуба мудрости?,faq,procedure_info,False,normal,False,,False,,,seed,seed_199
seed_200,Через сколько можно есть после пломбы?,faq,procedure_info,False,normal,False,,False,,,seed,seed_200
seed_201,Сколько заживает после имплантации?,faq,procedure_info,False,normal,False,,False,,,seed,seed_201
seed_202,Как долго носить брекеты?,faq,procedure_info,False,normal,False,,False,,,seed,seed_202
seed_203,Анестезия общая или местная?,faq,procedure_info,False,normal,False,,False,,,seed,seed_203
seed_204,Какие есть виды имплантов?,faq,procedure_info,False,normal,False,,False,,,seed,seed_204
seed_205,Сколько визитов нужно?,faq,procedure_info,False,normal,False,,False,,,seed,seed_205
seed_206,Нужна ли подготовка к КТ?,faq,procedure_info,False,normal,False,,False,,,seed,seed_206
seed_207,Что нельзя после удаления?,faq,procedure_info,False,normal,False,,False,,,seed,seed_207
seed_208,Как ухаживать за брекетами?,faq,procedure_info,False,normal,False,,False,,,seed,seed_208
seed_209,Можно ли беременным лечить зубы?,faq,procedure_info,False,normal,False,,False,,,seed,seed_209
seed_210,Когда снимают швы после удаления?,faq,procedure_info,False,normal,False,,False,,,seed,seed_210
seed_211,Отбеливание вредит эмали?,faq,procedure_info,False,normal,False,,False,,,seed,seed_211
seed_212,Какой срок службы импланта?,faq,procedure_info,False,normal,False,,False,,,seed,seed_212
seed_213,Можно ли вылечить пульпит за один визит?,faq,procedure_info,False,normal,False,,False,,,seed,seed_213
seed_214,Как работает закись азота?,faq,procedure_info,False,normal,False,,False,,,seed,seed_214
seed_215,Сколько по времени ставить коронку?,faq,procedure_info,False,normal,False,,False,,,seed,seed_215
seed_216,Есть ли риски при имплантации?,faq,procedure_info,False,normal,False,,False,,,seed,seed_216
seed_217,Что лучше — мост или имплант?,faq,procedure_info,False,normal,False,,False,,,seed,seed_217
seed_218,Можно ли курить после удаления?,faq,procedure_info,False,normal,False,,False,,,seed,seed_218
seed_219,Как часто нужна профчистка?,faq,procedure_info,False,normal,False,,False,,,seed,seed_219
seed_220,Какие материалы для пломб?,faq,procedure_info,False,normal,False,,False,,,seed,seed_220
seed_221,Чем отличаются керамические и металлические брекеты?,faq,procedure_info,False,normal,False,,False,,,seed,seed_221
seed_222,Нужен ли ретейнер после брекетов?,faq,procedure_info,False,normal,False,,False,,,seed,seed_222
seed_223,Как долго действует анестезия?,faq,procedure_info,False,normal,False,,False,,,seed,seed_223
seed_224,Можно ли детям делать рентген?,faq,procedure_info,False,normal,False,,False,,,seed,seed_224
seed_225,Нужна ли диета после отбеливания?,faq,procedure_info,False,normal,False,,False,,,seed,seed_225
seed_226,Хочу записаться,booking,new_appointment,True,normal,False,,False,,,seed,seed_226
seed_227,Когда можно попасть на приём?,booking,new_appointment,True,normal,False,,False,,,seed,seed_227
seed_228,Запишите на следующую неделю,booking,new_appointment,True,normal,False,,False,,,seed,seed_228
seed_229,Есть свободное время на завтра?,booking,new_appointment,True,normal,False,,False,,,seed,seed_229
seed_230,Хочу на консультацию,booking,new_appointment,True,normal,False,,False,,,seed,seed_230
seed_231,Записаться на чистку,booking,new_appointment,True,normal,False,,False,,,seed,seed_231
seed_232,Запишите к стоматологу,booking,new_appointment,True,normal,False,,False,,,seed,seed_232
seed_233,Есть окошко на этой неделе?,booking,new_appointment,True,normal,False,,False,,,seed,seed_233
seed_234,Хочу записать ребёнка,booking,new_appointment,True,normal,False,,False,,,seed,seed_234
seed_235,Запишите на осмотр,booking,new_appointment,True,normal,False,,False,,,seed,seed_235
seed_236,Можно записаться на сегодня?,booking,new_appointment,True,normal,False,,False,,,seed,seed_236
seed_237,Запишите к хирургу,booking,new_appointment,True,normal,False,хирург,False,,,seed,seed_237
seed_238,Хочу попасть к ортодонту,booking,new_appointment,True,normal,False,ортодонт,False,,,seed,seed_238
seed_239,Нужна запись к детскому стоматологу,booking,new_appointment,True,normal,False,детский стоматолог,False,,,seed,seed_239
seed_240,Запишите на удаление,booking,new_appointment,True,normal,False,,False,,,seed,seed_240
seed_241,Хочу на приём в понедельник,booking,new_appointment,True,normal,False,,False,,,seed,seed_241
seed_242,Можно ли записаться онлайн?,faq,clinic_info,False,normal,False,,False,,,seed,seed_242
seed_243,Запишите двоих — меня и мужа,booking,new_appointment,True,normal,False,,False,,,seed,seed_243
seed_244,Есть утренние часы?,booking,new_appointment,True,normal,False,,False,,,seed,seed_244
seed_245,Запишите на вечер после 18,booking,new_appointment,True,normal,False,,False,,,seed,seed_245
seed_246,Хочу на имплантацию,booking,new_appointment,True,normal,False,,False,,,seed,seed_246
seed_247,Нужна срочная запись,booking,new_appointment,True,urgent,False,,False,,,seed,seed_247
seed_248,Экстренный приём есть?,booking,new_appointment,True,urgent,False,,False,,,seed,seed_248
seed_249,Записываете первичных?,faq,clinic_info,False,normal,False,,False,,,seed,seed_249
seed_250,Запишите к Ермакову,booking,new_appointment,True,normal,False,ортодонт,False,,,seed,seed_250
seed_251,Хочу записаться к Конновской,booking,new_appointment,True,normal,False,детский стоматолог,False,,,seed,seed_251
seed_252,Запишите на ближайшее время,booking,new_appointment,True,normal,False,,False,,,seed,seed_252
seed_253,Можно ко вторнику попасть?,booking,new_appointment,True,normal,False,,False,,,seed,seed_253
seed_254,Записаться на отбеливание,booking,new_appointment,True,normal,False,,False,,,seed,seed_254
seed_255,Хочу на повторный приём,booking,new_appointment,True,normal,False,,False,,,seed,seed_255
seed_256,Перенесите на четверг,booking,reschedule,True,normal,False,,False,,,seed,seed_256
seed_257,Можно в другое время?,booking,reschedule,True,normal,False,,False,,,seed,seed_257
seed_258,Хочу перенести запись,booking,reschedule,True,normal,False,,False,,,seed,seed_258
seed_259,"Не могу в понедельник, давайте во вторник",booking,reschedule,True,normal,False,,False,,,seed,seed_259
seed_260,Перезапишите на утро,booking,reschedule,True,normal,False,,False,,,seed,seed_260
seed_261,Перенесите на следующую неделю,booking,reschedule,True,normal,False,,False,,,seed,seed_261
seed_262,Можно перенести на пятницу?,booking,reschedule,True,normal,False,,False,,,seed,seed_262
seed_263,"Давайте попозже, часа в 4",booking,reschedule,True,normal,False,,False,,,seed,seed_263
seed_264,"Не успеваю к 10, можно к 12?",booking,reschedule,True,normal,False,,False,,,seed,seed_264
seed_265,Перенести приём ребёнка,booking,reschedule,True,normal,False,,False,,,seed,seed_265
seed_266,Хочу на другой день,booking,reschedule,True,normal,False,,False,,,seed,seed_266
seed_267,Можно пораньше?,booking,reschedule,True,normal,False,,False,,,seed,seed_267
seed_268,Перенести на послезавтра,booking,reschedule,True,normal,False,,False,,,seed,seed_268
seed_269,"Запись была на среду, хочу на четверг",booking,reschedule,True,normal,False,,False,,,seed,seed_269
seed_270,Не получается прийти завтра,booking,reschedule,True,normal,False,,False,,,seed,seed_270
seed_271,Перезапишите на вечер,booking,reschedule,True,normal,False,,False,,,seed,seed_271
seed_272,Давайте перенесём на другого врача,booking,reschedule,True,normal,False,,False,,,seed,seed_272
seed_273,Сдвиньте на час позже,booking,reschedule,True,normal,False,,False,,,seed,seed_273
seed_274,Меня не устраивает время,booking,reschedule,True,normal,False,,False,,,seed,seed_274
seed_275,Перенести запись мужа,booking,reschedule,True,normal,False,,False,,,seed,seed_275
seed_276,Хочу перенести с утра на вечер,booking,reschedule,True,normal,False,,False,,,seed,seed_276
seed_277,Могу только в субботу,booking,reschedule,True,normal,False,,False,,,seed,seed_277
seed_278,Перенести на неделю позже,booking,reschedule,True,normal,False,,False,,,seed,seed_278
seed_279,Передвиньте на час раньше,booking,reschedule,True,normal,False,,False,,,seed,seed_279
seed_280,Хочу другое время приёма,booking,reschedule,True,normal,False,,False,,,seed,seed_280
seed_281,Давайте лучше в пятницу,booking,reschedule,True,normal,False,,False,,,seed,seed_281
seed_282,"Можно на обед, около часу?",booking,reschedule,True,normal,False,,False,,,seed,seed_282
seed_283,"Перенести, заболел ребёнок",booking,reschedule,True,normal,False,,False,,,seed,seed_283
seed_284,"Командировка, нужно на другую дату",booking,reschedule,True,normal,False,,False,,,seed,seed_284
seed_285,Поменяйте мне время,booking,reschedule,True,normal,False,,False,,,seed,seed_285
seed_286,Отмените запись,booking,cancel,False,normal,False,,False,,,seed,seed_286
seed_287,Не приду завтра,booking,cancel,False,normal,False,,False,,,seed,seed_287
seed_288,Хочу отменить приём,booking,cancel,False,normal,False,,False,,,seed,seed_288
seed_289,Отказываюсь от записи,booking,cancel,False,normal,False,,False,,,seed,seed_289
seed_290,Снимите меня с записи,booking,cancel,False,normal,False,,False,,,seed,seed_290
seed_291,Отмена,booking,cancel,False,normal,False,,False,,,seed,seed_291
seed_292,Не буду приходить,booking,cancel,False,normal,False,,False,,,seed,seed_292
seed_293,Отменяю запись на среду,booking,cancel,False,normal,False,,False,,,seed,seed_293
seed_294,Передумал идти,booking,cancel,False,normal,False,,False,,,seed,seed_294
seed_295,Уберите мою запись,booking,cancel,False,normal,False,,False,,,seed,seed_295
seed_296,Не смогу прийти на приём,booking,cancel,False,normal,False,,False,,,seed,seed_296
seed_297,Отменить запись ребёнка,booking,cancel,False,normal,False,,False,,,seed,seed_297
seed_298,Хочу отказаться от лечения,booking,cancel,False,normal,False,,False,,,seed,seed_298
